Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Keypath_Testsuite_APAC_SEO,Chrome 128.0.0.0,,,19-09-2024 09:03:32,19-09-2024 09:05:12,1m - 39.936s,PASSED
,,,,,,,
Test Cases/APAC_Universities/SEO_PAGES/MBS_University/Degree_Programs,Chrome 128.0.0.0,,,19-09-2024 09:03:32,19-09-2024 09:04:02,30.340s,PASSED
"callTestCase(findTestCase(""Test Cases/APAC_Universities/SEO_PAGES/MBS_University/Resuable_Testcases/Navigate_URL""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,19-09-2024 09:03:32,19-09-2024 09:03:38,5.728s,PASSED
"buttonObject = findTestObject(""Object Repository/APAC_University/MBS_University/Degree Program/List_DegreePrograms"")",Chrome 128.0.0.0,,,19-09-2024 09:03:38,19-09-2024 09:03:38,0.018s,PASSED
mouseOver(buttonObject),Chrome 128.0.0.0,,,19-09-2024 09:03:38,19-09-2024 09:03:38,0.471s,PASSED
"list1 = findTestObject(""Object Repository/APAC_University/MBS_University/Degree Program/DegreePrograms_ListOne"")",Chrome 128.0.0.0,,,19-09-2024 09:03:38,19-09-2024 09:03:38,0.003s,PASSED
"list2 = findTestObject(""Object Repository/APAC_University/MBS_University/Degree Program/DegreePrograms_Listtwo"")",Chrome 128.0.0.0,,,19-09-2024 09:03:38,19-09-2024 09:03:38,0.002s,PASSED
"list3 = findTestObject(""Object Repository/APAC_University/MBS_University/Degree Program/DegreePrograms_Listthree"")",Chrome 128.0.0.0,,,19-09-2024 09:03:38,19-09-2024 09:03:38,0.002s,PASSED
"list4 = findTestObject(""Object Repository/APAC_University/MBS_University/Degree Program/DegreePrograms_Listfour"")",Chrome 128.0.0.0,,,19-09-2024 09:03:38,19-09-2024 09:03:38,0.002s,PASSED
"lists = [list1, list2, list3, list4]",Chrome 128.0.0.0,,,19-09-2024 09:03:38,19-09-2024 09:03:38,0.000s,PASSED
rand = new java.util.Random(),Chrome 128.0.0.0,,,19-09-2024 09:03:38,19-09-2024 09:03:38,0.003s,PASSED
randomListIndex = rand.nextInt(lists.size()),Chrome 128.0.0.0,,,19-09-2024 09:03:38,19-09-2024 09:03:38,0.002s,PASSED
selectedList = lists.get(randomListIndex),Chrome 128.0.0.0,,,19-09-2024 09:03:38,19-09-2024 09:03:38,0.002s,PASSED
"waitForElementVisible(selectedList, 10)",Chrome 128.0.0.0,,,19-09-2024 09:03:38,19-09-2024 09:03:38,0.264s,PASSED
"listItems = findWebElements(selectedList, 30)",Chrome 128.0.0.0,,,19-09-2024 09:03:38,19-09-2024 09:03:39,0.639s,PASSED
if (listItems.size() > 0),Chrome 128.0.0.0,,,19-09-2024 09:03:39,19-09-2024 09:03:42,2.480s,PASSED
FirstName = keyPathPackage.customKeywords.generateRandomFirstName(),Chrome 128.0.0.0,,,19-09-2024 09:03:42,19-09-2024 09:03:42,0.083s,PASSED
"setText(findTestObject(""Object Repository/APAC_University/MBS_University/Degree Program/Field_Firstname""), FirstName)",Chrome 128.0.0.0,,,19-09-2024 09:03:42,19-09-2024 09:03:45,3.125s,PASSED
LastName = keyPathPackage.customKeywords.generateRandomLastName(),Chrome 128.0.0.0,,,19-09-2024 09:03:45,19-09-2024 09:03:45,0.017s,PASSED
"setText(findTestObject(""Object Repository/APAC_University/MBS_University/Degree Program/Field_Lastname""), LastName)",Chrome 128.0.0.0,,,19-09-2024 09:03:45,19-09-2024 09:03:45,0.508s,PASSED
"click(findTestObject(""Object Repository/APAC_University/MBS_University/Degree Program/Button_NextStep2""))",Chrome 128.0.0.0,,,19-09-2024 09:03:45,19-09-2024 09:03:46,0.276s,PASSED
"dropdown = findTestObject(""Object Repository/APAC_University/MBS_University/Degree Program/Dropdown_Bachelor_Experience"")",Chrome 128.0.0.0,,,19-09-2024 09:03:46,19-09-2024 09:03:46,0.002s,PASSED
"options = [""yes"", ""no""]",Chrome 128.0.0.0,,,19-09-2024 09:03:46,19-09-2024 09:03:46,0.000s,PASSED
