Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Keypath_Testsuite_APAC_SEO,Chrome 129.0.0.0,,,22-10-2024 16:11:27,22-10-2024 16:24:38,13m - 10.696s,ERROR
,,,,,,,
Test Cases/APAC_Universities/SEO_PAGES/RMIT_University/Enquiry_Form,Chrome 129.0.0.0,,,22-10-2024 16:11:27,22-10-2024 16:12:07,39.650s,PASSED
"callTestCase(findTestCase(""Test Cases/APAC_Universities/SEO_PAGES/RMIT_University/Reusuable_Testcases/Naviigate_Url""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,22-10-2024 16:11:27,22-10-2024 16:11:49,21.909s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/APAC_University/Rmit_University/Enquiry_Now/Button_Enquiry_Now""), 10)",Chrome 129.0.0.0,,,22-10-2024 16:11:49,22-10-2024 16:11:49,0.394s,PASSED
"click(findTestObject(""Object Repository/APAC_University/Rmit_University/Enquiry_Now/Button_Enquiry_Now""))",Chrome 129.0.0.0,,,22-10-2024 16:11:49,22-10-2024 16:11:51,1.148s,PASSED
"program = findTestObject(""Object Repository/APAC_University/Rmit_University/Enquiry_Now/Dropdown_Enquiry_Program"")",Chrome 129.0.0.0,,,22-10-2024 16:11:51,22-10-2024 16:11:51,0.003s,PASSED
"selectOptionByIndex(program, keyPathPackage.customKeywords.selectRandomOptionFromDropdown())",Chrome 129.0.0.0,,,22-10-2024 16:11:51,22-10-2024 16:11:52,1.882s,PASSED
FirstName = keyPathPackage.customKeywords.generateRandomFirstName(),Chrome 129.0.0.0,,,22-10-2024 16:11:52,22-10-2024 16:11:53,0.062s,PASSED
"setText(findTestObject(""Object Repository/APAC_University/Rmit_University/Enquiry_Now/Field_FirstName""), FirstName)",Chrome 129.0.0.0,,,22-10-2024 16:11:53,22-10-2024 16:11:53,0.578s,PASSED
LastName = keyPathPackage.customKeywords.generateRandomLastName(),Chrome 129.0.0.0,,,22-10-2024 16:11:53,22-10-2024 16:11:53,0.015s,PASSED
"setText(findTestObject(""Object Repository/APAC_University/Rmit_University/Enquiry_Now/Field_SecondName""), LastName)",Chrome 129.0.0.0,,,22-10-2024 16:11:53,22-10-2024 16:11:54,0.494s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/APAC_University/Rmit_University/Enquiry_Now/Button_Nextstep2""), 10)",Chrome 129.0.0.0,,,22-10-2024 16:11:54,22-10-2024 16:11:54,0.234s,PASSED
"click(findTestObject(""Object Repository/APAC_University/Rmit_University/Enquiry_Now/Button_Nextstep2""))",Chrome 129.0.0.0,,,22-10-2024 16:11:54,22-10-2024 16:11:54,0.268s,PASSED
Phonenumber = keyPathPackage.customKeywords.generateRandomAustralianPhoneNumber(),Chrome 129.0.0.0,,,22-10-2024 16:11:54,22-10-2024 16:11:54,0.003s,PASSED
"setText(findTestObject(""Object Repository/APAC_University/Rmit_University/Enquiry_Now/Field_Phonenumber""), Phonenumber)",Chrome 129.0.0.0,,,22-10-2024 16:11:54,22-10-2024 16:11:55,0.701s,PASSED
Email = keyPathPackage.customKeywords.generateRandomEmail(),Chrome 129.0.0.0,,,22-10-2024 16:11:55,22-10-2024 16:11:55,0.019s,PASSED
"setText(findTestObject(""Object Repository/APAC_University/Rmit_University/Enquiry_Now/Field_Email""), Email)",Chrome 129.0.0.0,,,22-10-2024 16:11:55,22-10-2024 16:11:56,0.727s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/APAC_University/Rmit_University/Enquiry_Now/Button_Nextstep3""), 10)",Chrome 129.0.0.0,,,22-10-2024 16:11:56,22-10-2024 16:11:56,0.243s,PASSED
"click(findTestObject(""Object Repository/APAC_University/Rmit_University/Enquiry_Now/Button_Nextstep3""))",Chrome 129.0.0.0,,,22-10-2024 16:11:56,22-10-2024 16:11:56,0.281s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/APAC_University/Rmit_University/Enquiry_Now/Dropdown_Country""), ""Australia"", false)",Chrome 129.0.0.0,,,22-10-2024 16:11:56,22-10-2024 16:11:57,0.699s,PASSED
delay(3),Chrome 129.0.0.0,,,22-10-2024 16:11:57,22-10-2024 16:12:00,3.013s,PASSED
Postcode = keyPathPackage.customKeywords.selectRandomPostCode(),Chrome 129.0.0.0,,,22-10-2024 16:12:00,22-10-2024 16:12:00,0.009s,PASSED
"setText(findTestObject(""Object Repository/APAC_University/Rmit_University/Enquiry_Now/Field_Pincode""), Postcode)",Chrome 129.0.0.0,,,22-10-2024 16:12:00,22-10-2024 16:12:00,0.520s,PASSED
"setText(findTestObject(""Object Repository/APAC_University/Rmit_University/Enquiry_Now/Field_Pincode""), Postcode)",Chrome 129.0.0.0,,,22-10-2024 16:12:00,22-10-2024 16:12:01,0.505s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/APAC_University/Rmit_University/Enquiry_Now/Button_GetStarted""), 10)",Chrome 129.0.0.0,,,22-10-2024 16:12:01,22-10-2024 16:12:01,0.236s,PASSED
"click(findTestObject(""Object Repository/APAC_University/Rmit_University/Enquiry_Now/Button_GetStarted""))",Chrome 129.0.0.0,,,22-10-2024 16:12:01,22-10-2024 16:12:01,0.290s,PASSED
delay(5),Chrome 129.0.0.0,,,22-10-2024 16:12:01,22-10-2024 16:12:06,5.010s,PASSED
"verifyElementText(findTestObject(""Object Repository/APAC_University/Rmit_University/Main_Page/Verify_Message""), ""Thank you for enquiring"")",Chrome 129.0.0.0,,,22-10-2024 16:12:06,22-10-2024 16:12:07,0.254s,PASSED
,,,,,,,
Test Cases/APAC_Universities/SEO_PAGES/RMIT_University/Main_Page,Chrome 129.0.0.0,,,22-10-2024 16:12:07,22-10-2024 16:12:24,17.639s,PASSED
